47.792	48.536	49.061	49.039	49.818	50.423	51.079	51.799	52.928	53.858	54.532	55.558	56.657	57.360	58.849	59.800	60.947	61.930	63.080	65.808	65.067	66.806	67.730	68.944	70.563	71.899	72.836	73.489	75.659	77.276	78.646	79.968	81.112	82.925	84.060	85.493	87.012	88.018	89.480	90.924	91.966	93.460	94.602	96.807	97.795	99.823	100.483	102.040	103.369	104.544	105.712	107.484	107.901	109.507	110.948	112.070	113.406	114.567	115.219	116.035	117.292	118.324	119.740	120.839	120.919	121.563	122.348	122.878	124.163	125.419	125.116	125.784	126.985	125.186	126.730	126.863	128.250	128.072	128.393	128.697	126.193	125.192	125.391	125.311	124.334	124.406	124.628	124.947	124.012	123.779	122.763	123.079	121.906	121.508	120.272	119.714	119.507	118.361	117.792	117.440	116.403	115.087	113.733	112.357	110.876	110.921	108.607	107.950	107.353	105.304	104.971	102.921	101.579	100.372	99.113	97.371	95.945	94.538	92.714	91.784	90.665	88.517	87.808	86.088	85.415	83.582	83.226	80.872	79.055	77.901	76.756	75.304	73.907	72.767	71.692	70.058	68.780	66.173	66.202	66.308	64.075	62.817	61.256	59.817	59.030	57.889	56.885	55.463	54.992	53.871	53.179	51.944	50.958	50.224	49.031	48.722	47.946	47.226	46.889	46.740
47.370	47.583	47.941	47.964	48.602	49.278	49.783	50.694	51.930	52.646	53.307	54.276	55.253	55.815	57.411	58.507	59.588	60.299	61.200	62.737	63.660	65.070	66.156	67.280	69.197	70.452	71.306	72.142	73.888	75.608	77.014	78.387	79.440	81.260	82.586	83.643	85.013	85.943	87.346	89.121	90.201	91.205	92.845	94.765	96.074	97.876	98.114	99.508	101.101	103.050	103.929	104.321	105.569	106.617	108.515	109.196	111.070	112.212	113.336	114.073	115.414	116.015	117.014	117.651	117.842	118.760	120.065	120.875	121.421	121.843	122.665	123.045	123.370	123.576	124.166	124.719	124.723	125.293	125.155	125.895	123.465	122.749	122.376	122.632	121.799	121.604	122.170	122.098	121.477	120.763	120.137	120.851	118.991	119.332	118.520	117.734	116.897	115.886	115.160	114.217	113.532	112.735	111.340	110.839	109.112	108.259	106.123	105.441	104.493	103.273	102.706	100.531	99.393	98.212	96.589	95.367	93.998	93.036	90.713	89.653	88.831	86.426	85.641	83.991	83.050	81.466	79.974	78.534	77.267	76.228	74.803	73.759	72.244	70.797	70.539	68.535	67.194	65.199	64.585	63.691	62.850	61.046	59.958	57.834	57.202	56.315	55.368	54.161	53.333	52.354	51.280	50.137	49.459	48.498	47.517	47.020	46.431	45.477	45.651	45.398
38.372	38.488	38.228	38.385	38.745	39.230	39.325	40.237	40.925	41.734	42.333	42.876	43.704	44.122	45.382	46.079	47.069	47.696	48.335	49.598	50.378	51.489	52.426	53.618	54.827	56.147	57.084	57.568	59.132	60.352	61.660	62.811	63.949	65.420	66.695	67.754	68.553	69.131	70.606	72.366	73.360	74.449	75.237	77.170	78.181	79.266	79.814	81.117	82.952	84.496	85.658	85.593	87.050	88.062	89.330	90.078	91.355	93.018	93.388	94.855	95.842	96.200	97.299	98.753	98.601	98.960	100.779	101.392	101.378	102.109	102.674	103.253	103.583	105.254	104.871	103.970	104.222	105.511	106.366	105.624	104.012	104.448	104.307	104.417	103.543	103.840	103.454	103.298	103.871	102.799	102.322	102.495	101.420	101.346	100.776	99.730	98.651	97.374	96.723	96.550	95.363	94.951	94.114	93.195	91.137	90.296	89.044	88.034	87.158	85.664	84.855	83.314	82.300	80.847	79.927	78.599	77.303	76.283	74.604	74.004	72.466	71.318	69.647	68.147	67.569	66.044	64.794	63.498	62.393	61.363	60.534	59.309	57.830	57.095	56.033	54.497	53.592	52.241	50.835	50.575	49.204	48.621	47.623	46.502	45.579	44.444	43.663	42.187	41.869	40.867	40.047	39.349	38.546	37.989	37.188	36.948	38.801	35.874	35.778	36.150
32.297	32.455	32.623	32.229	33.166	33.621	34.190	35.042	35.901	36.829	37.221	38.307	38.950	39.812	41.279	42.147	43.235	44.048	44.893	46.363	47.345	48.371	49.355	50.948	52.207	53.383	54.848	55.888	57.268	58.891	59.933	61.429	62.536	64.080	65.759	66.342	67.683	68.357	70.292	71.991	73.313	74.373	75.589	77.170	78.000	79.788	80.676	82.374	83.570	85.323	86.597	87.226	89.094	90.247	90.994	92.013	93.739	94.993	96.470	97.210	98.164	98.562	100.370	100.576	102.398	102.554	103.445	105.039	104.933	105.977	106.792	107.166	107.924	108.409	108.794	108.075	108.438	108.959	110.880	109.306	107.778	108.452	108.062	108.213	108.134	107.932	107.867	106.623	107.310	106.649	106.416	106.590	105.358	105.395	104.361	103.063	102.448	100.692	100.588	99.203	98.296	97.235	96.890	95.214	93.422	92.308	90.809	90.381	88.480	86.706	85.818	84.577	83.700	81.949	81.139	80.331	78.217	76.833	75.119	73.988	71.957	70.550	69.929	68.019	66.759	65.576	64.452	62.766	61.249	60.291	58.763	57.573	56.394	54.737	53.769	52.208	51.264	49.397	48.179	47.413	46.243	45.329	43.825	42.724	41.724	40.435	39.167	37.987	37.105	36.189	35.345	34.276	34.376	32.425	31.444	30.907	30.681	29.616	29.685	29.852
38.139	38.389	38.639	38.767	39.496	40.076	40.423	41.627	42.689	43.643	44.205	45.087	46.376	46.880	48.569	49.471	50.575	51.540	52.640	53.902	54.863	56.258	57.131	58.835	60.419	61.731	62.926	64.164	65.439	66.555	68.668	69.667	70.722	72.714	73.754	74.616	76.288	77.336	78.928	80.173	81.996	82.852	84.218	86.460	86.622	88.561	89.800	91.564	92.932	94.653	96.406	96.987	98.555	98.799	100.542	102.195	102.787	104.367	105.612	106.569	106.832	107.812	109.852	110.370	111.966	113.164	113.025	114.434	114.927	115.349	115.941	116.786	117.833	117.467	118.339	118.450	117.664	118.512	118.801	118.650	117.233	117.840	116.962	116.382	116.944	116.774	117.424	115.798	116.223	115.649	115.341	115.550	114.369	114.040	112.692	111.594	111.302	110.988	109.637	107.651	107.374	106.579	105.014	104.375	102.594	101.308	99.789	98.938	97.652	96.169	95.697	93.719	92.727	91.086	90.081	88.721	86.638	85.500	83.727	82.049	80.178	79.279	78.579	76.747	75.559	74.544	73.098	71.263	69.881	68.818	67.347	66.082	65.323	63.080	62.243	60.556	59.719	58.075	56.482	55.351	54.008	52.991	51.449	50.277	49.593	48.097	46.998	45.514	44.757	43.966	42.565	41.740	40.372	39.821	38.288	38.115	37.363	36.494	36.560	36.454
41.187	41.367	41.491	41.688	42.507	42.689	43.347	44.379	45.647	46.580	47.335	47.997	49.168	50.004	51.183	52.275	53.504	54.251	55.460	56.939	58.272	59.213	60.352	61.845	63.384	64.934	65.958	66.874	68.111	69.093	71.011	72.455	73.568	75.389	75.976	77.350	78.919	80.803	82.049	82.446	84.673	85.478	86.857	88.851	89.500	91.428	92.888	94.506	95.435	97.286	98.865	99.854	100.587	101.642	103.708	104.751	105.824	107.299	108.718	109.614	110.269	110.613	112.229	113.198	114.520	115.157	115.752	116.634	117.110	117.920	119.028	120.324	119.980	119.811	120.784	120.500	120.815	120.711	121.427	121.357	120.238	119.337	118.854	119.319	119.917	118.866	119.423	118.351	118.948	118.650	117.056	117.481	116.867	116.754	115.205	114.346	114.402	113.028	112.301	110.536	109.950	109.493	107.753	107.048	105.347	104.284	103.322	101.512	100.258	99.046	98.452	96.253	95.116	93.880	92.376	90.852	89.129	87.731	86.178	84.841	83.583	82.054	80.864	79.390	78.333	77.005	75.188	74.124	72.555	71.440	70.491	68.863	67.376	65.737	65.400	63.226	62.580	60.955	59.362	58.573	56.739	55.923	54.506	53.798	52.450	51.271	50.112	48.679	47.899	46.687	45.635	44.385	43.461	42.645	41.569	40.902	40.510	39.766	39.829	40.037
41.283	41.374	41.392	41.614	42.321	42.699	43.227	44.160	45.206	46.366	47.155	47.895	48.917	49.611	51.077	51.872	53.550	54.364	55.729	57.258	57.963	59.133	60.121	61.921	63.452	64.976	66.121	67.274	68.255	69.698	70.714	72.495	73.716	75.386	76.411	77.436	78.568	80.513	82.011	83.124	84.469	85.583	86.933	88.885	90.057	92.189	93.334	95.665	96.360	97.595	99.061	100.062	101.162	102.374	103.760	104.707	105.574	107.451	109.075	110.205	111.401	112.094	113.348	114.247	114.374	115.310	116.180	116.890	118.117	118.574	119.413	119.911	120.747	120.276	120.988	121.790	121.918	121.774	122.242	122.231	120.067	119.799	119.275	119.538	120.101	119.293	119.335	119.105	119.794	119.252	118.379	118.587	117.041	116.886	116.174	115.180	115.037	113.203	112.717	111.617	110.469	109.603	108.290	107.726	106.323	105.451	103.940	101.668	100.897	99.662	98.782	96.953	95.502	94.026	92.692	91.343	90.178	88.992	86.981	85.302	84.163	82.122	81.044	79.961	78.570	77.135	75.387	74.094	72.472	71.417	70.209	69.088	67.324	65.734	64.848	63.529	62.344	60.632	59.424	58.409	56.880	56.114	54.618	53.643	52.649	51.223	49.971	48.790	47.544	46.463	45.458	44.549	43.371	42.702	41.208	40.791	40.385	39.608	39.749	39.836
41.607	42.042	41.783	41.951	42.607	43.195	43.913	44.668	45.644	46.667	47.607	48.284	49.572	50.463	51.695	52.642	53.836	54.985	56.230	58.083	58.862	60.139	60.900	62.533	63.975	65.189	66.814	67.588	69.309	70.674	72.194	73.631	74.605	76.327	76.814	78.235	79.492	81.141	82.764	84.135	85.442	86.546	88.675	89.918	91.672	93.591	94.599	96.626	98.066	98.573	100.551	101.805	102.754	103.799	104.960	106.270	106.438	109.340	110.371	111.100	112.890	113.896	114.220	115.596	117.104	117.274	117.779	118.324	119.209	119.974	120.410	121.301	121.805	121.733	122.371	123.553	123.643	122.724	123.000	123.600	122.683	121.724	122.192	121.099	121.443	120.792	120.277	120.674	121.114	120.814	119.941	119.746	118.611	117.933	117.566	116.200	116.053	114.679	113.834	112.367	112.486	111.241	109.620	109.159	107.260	106.450	105.635	103.498	102.614	101.149	100.017	98.432	97.140	94.943	94.085	92.482	91.380	89.887	88.156	86.446	84.850	83.089	82.416	80.790	79.567	78.628	76.844	75.690	73.412	72.371	71.214	70.018	68.498	66.999	66.148	64.257	63.139	61.496	60.156	59.301	57.812	56.707	54.945	54.350	53.028	51.628	50.561	48.980	47.884	47.568	46.158	44.944	43.991	42.768	41.698	41.654	40.854	40.158	40.186	40.333
41.597	42.005	42.136	42.214	43.004	43.435	44.107	45.265	45.810	47.056	47.916	48.763	49.728	50.648	52.132	53.228	54.401	55.312	56.855	58.144	59.627	60.952	61.628	62.523	64.093	65.420	66.929	68.260	69.863	71.274	72.310	73.722	75.148	76.925	77.781	79.370	80.451	81.750	83.605	85.067	86.592	88.540	88.855	90.914	92.555	94.086	95.262	96.920	98.727	99.713	101.226	103.184	104.300	105.057	105.632	106.880	107.765	109.844	111.101	111.600	112.871	114.499	115.388	116.156	117.566	119.306	119.088	119.570	119.542	121.033	121.413	122.760	123.092	123.128	123.678	124.209	124.401	124.430	124.583	125.538	124.606	123.186	123.337	122.341	122.596	122.116	122.433	121.533	122.112	121.278	120.513	120.864	119.872	119.185	118.258	117.571	117.095	115.886	115.211	113.691	113.449	111.809	110.795	110.033	108.241	107.760	107.060	104.220	102.896	101.489	100.565	99.367	97.735	95.996	95.035	93.785	92.213	90.586	89.510	87.554	85.669	84.626	83.418	81.691	81.080	79.413	77.756	76.272	74.280	72.908	71.494	70.403	68.824	67.264	66.536	64.578	63.533	61.888	60.811	60.008	58.278	57.082	55.626	54.559	53.099	51.786	50.689	49.299	48.473	47.277	46.275	45.230	43.745	43.378	42.129	41.792	41.195	40.225	40.257	40.226
41.852	42.254	42.265	42.489	43.174	43.854	44.360	45.239	46.379	47.390	48.354	49.295	50.443	51.309	52.526	53.551	54.786	55.990	56.996	58.559	59.943	61.614	62.307	63.583	64.911	66.194	67.877	68.746	70.532	71.819	73.218	74.215	76.095	78.102	78.644	80.376	81.592	82.933	84.668	86.119	87.640	89.234	89.992	92.108	92.921	94.747	96.456	97.810	99.587	100.666	102.418	103.160	104.725	105.542	106.190	107.660	108.553	110.585	111.318	113.207	113.439	114.983	117.202	117.176	118.771	120.731	120.158	121.008	121.938	122.259	123.188	124.455	124.449	125.105	124.927	125.170	126.029	126.358	126.702	126.725	125.455	125.141	124.711	125.051	123.541	124.442	123.662	124.279	123.752	123.057	122.286	122.080	121.657	120.710	120.440	119.403	118.466	117.229	117.145	115.922	115.745	114.054	112.355	111.428	109.992	109.036	107.530	106.379	104.465	102.605	102.360	100.266	98.765	97.143	95.706	94.757	93.238	92.140	90.602	89.002	87.319	86.173	84.133	82.646	81.454	79.922	78.723	77.173	75.092	73.771	72.511	71.043	69.530	67.914	67.376	65.403	64.404	63.012	61.724	60.900	58.840	58.146	56.174	54.981	53.727	52.382	51.337	49.836	49.138	47.893	46.854	45.376	44.281	43.769	42.743	42.222	41.592	40.563	40.405	40.834
